observed_Q	basin_ppt	basin_tmin	basin_tmax	model_Q	basin_soil_moist	basin_snowmelt	basin_actet	basin_potet
3.371180555555555e-05	0.0	298.64282	299.04984	-6.559266e-06	0.92494726	0.0	1.8712656e-06	1.8712656e-06
1.6495370370370373e-05	0.0	296.0551	296.24387	-5.946647e-06	0.9045175	0.0	2.659641e-06	2.659641e-06
1.4123842592592593e-05	0.0	294.62784	294.95245	-5.162434e-06	0.8720719	0.0	2.4483575e-06	2.4483575e-06
1.1340277777777778e-05	0.00015246405	289.96243	290.07043	5.240697e-05	0.86942315	0.0	1.1854868e-06	1.1854868e-06
3.711805555555556e-06	0.0	290.82068	291.0918	-5.3260355e-06	0.8991729	0.0	2.604136e-06	2.604136e-06
1.7523148148148149e-06	0.0	293.79816	294.08185	-4.087885e-06	0.8136745	0.0	2.4684268e-06	2.4684268e-06
1.9583333333333334e-06	0.0	290.1975	290.4347	-2.3439543e-06	0.663115	0.0	2.4124179e-06	2.4124179e-06
1.1342592592592592e-06	5.5670054e-05	292.649	292.74933	1.962851e-05	0.6570579	0.0	1.4418779e-06	1.4418779e-06
2.060185185185185e-07	0.0	294.23898	294.57288	3.1100836e-07	0.59246016	0.0	2.4336734e-06	2.4336734e-06
8.217592592592593e-08	0.0	292.96338	293.26257	4.622451e-06	0.45347816	0.0	2.2336308e-06	2.2336308e-06
0.0	0.0	292.73132	293.05008	5.660013e-06	0.439784	0.0	1.9709587e-06	1.9709587e-06
1.03125e-06	0.0	293.44504	293.7209	2.4344554e-06	0.43472415	0.0	2.2261586e-06	2.2261586e-06
4.546412037037037e-05	2.0530799e-05	292.0516	292.25446	9.448949e-06	0.43128553	0.0	1.5146977e-06	1.5146977e-06
2.2886574074074076e-05	0.0008004934	297.03125	297.23276	0.00028934327	0.85602105	0.0	2.0325647e-06	2.0325647e-06
1.3298611111111112e-05	0.0	292.83112	293.11465	-8.092091e-06	0.9271778	0.0	2.2085972e-06	2.2085972e-06
2.3711805555555557e-05	0.0	294.26093	294.57938	-6.8552645e-06	0.92393994	0.0	1.8443816e-06	1.8443816e-06
4.8144675925925926e-05	0.00038121207	293.6284	293.81302	0.00013508167	0.9273685	0.0	1.2965888e-06	1.2965888e-06
2.8659722222222224e-05	2.3460803e-05	291.69815	291.75693	-4.3615983e-06	0.928	0.0	1.0363863e-06	1.0363863e-06
3.680439814814815e-05	8.790008e-06	291.2922	291.39304	-8.146365e-06	0.928	0.0	1.426504e-06	1.426504e-06
4.340162037037037e-05	0.00012900325	291.09045	291.36298	3.787976e-05	0.928	0.0	1.9868737e-06	1.9868737e-06
2.587615740740741e-05	0.0	289.6457	289.7641	-1.1280888e-05	0.928	0.0	1.7430026e-06	1.7430026e-06
1.2371527777777777e-05	0.0	288.01312	288.38226	-9.1554475e-06	0.928	0.0	2.2837257e-06	2.2837257e-06
